0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,5756649.085,0.000,0.000,0.000,0.000,0.000,0.000,893044.178,883084.577,0.000,-5200571.391,0.000,-1327946.733,0.000,0.000,0.000,0.000,-2207711.443,-0.000,0.000,0.000,0.000,0.000,0.000,-111215.539,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,6991639.547,-1766169.154,0.000,0.000,0.000,0.000,-883084.577,893044.178,0.000,0.000,0.000,0.000,0.000,0.000,-1215071.260,873124.977,-776848.839,441542.289,0.000,0.000,0.000,0.000,-3671772.715,1766169.154,-0.000,-2207711.443,-444862.155,0.000,0.000,0.000
0.000,0.000,-1766169.154,12952460.442,0.000,0.000,0.000,0.000,873124.977,883084.577,0.000,0.000,0.000,0.000,0.000,0.000,893044.178,771869.038,441542.289,-1439162.271,0.000,0.000,0.000,0.000,1766169.154,-11840305.054,-2207711.443,-0.000,0.000,-1327946.733,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,12952460.442,0.000,0.000,0.000,0.000,0.000,-5200571.391,1766169.154,327006.883,-2207711.443,-0.000,0.000,0.000,441542.289,-1439162.271,0.000,0.000,0.000,-111215.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,893044.178,-883084.577,873124.977,0.000,0.000,0.000,0.000,6659652.864,-1766169.154,0.000,441542.289,0.000,0.000,0.000,0.000,0.000,0.000,-3671772.715,1766169.154,-444862.155,0.000,0.000,0.000,331986.683,-2207711.443,-331986.683,0.000,0.000,0.000,0.000,0.000
0.000,883084.577,893044.178,883084.577,0.000,0.000,0.000,0.000,-1766169.154,12841244.903,0.000,-1439162.271,0.000,0.000,0.000,0.000,0.000,0.000,1766169.154,-11840305.054,0.000,-1327946.733,0.000,0.000,-2207711.443,111215.539,0.000,-111215.539,0.000,0.000,0.000,0.000
